source_id,target_id,score
1001,,
1002,VF-2620311311,0.99987406
1002,VF-8791002830,0.17261721
1002,VF-6226229774,0.06767612
1003,,
1004,VF-2049631126,0.0515175
1005,VF-4901448645,0.99615824
1005,VF-4901448617,0.9794642
1006,VF-2183762338,0.9997205
1007,VF-4835098131,0.99982524
1007,VF-9896391762,0.13069282
1008,VF-6438591877,0.99940443
1008,VF-4871798214,0.19337036
1008,VF-9790202480,0.042232927
1009,,
1010,VF-3431456087,0.99968684
1011,VF-8777205193,0.99981916
1011,VF-7759618950,0.9990176
1012,VF-3084665488,0.95424783
1012,VF-3148280475,0.79323494
1013,VF-9708740315,0.99985206
1013,VF-9509758619,0.4911785
1013,VF-0421954065,0.4911785
1013,VF-7588178559,0.4911785
1013,VF-0419814840,0.15078765
1014,VF-0138158240,0.3076263
1015,VF-6888442721,0.9999249
1015,VF-6888442788,0.2591805
1015,VF-6888442735,0.2591805
1016,,
1017,VF-4908671854,0.9708055
1018,VF-9010047459,0.9997898
1018,VF-9403979779,0.99731165
1019,VF-9424177915,0.9635783
1019,VF-9424177907,0.9635783
1020,VF-3979188843,0.9995837
1021,VF-9698649469,0.9854858
1021,VF-2459726899,0.9854858
1022,VF-9614532846,0.9922081
1022,VF-9614532802,0.017866263
1022,VF-9614532897,0.003334939
1023,VF-9506969711,0.24622817
1023,VF-4670851160,0.24622817
1023,VF-9942136237,0.24622817
1023,VF-9506969734,0.056680314
1024,,
1025,VF-8215106910,0.99960095
1026,VF-9921377747,0.19337036
1026,VF-5191056149,0.042232927
1027,VF-2406211471,0.9999293
1027,VF-9828346540,0.97380674
1027,VF-2406211497,0.27101898
1028,VF-2289157883,0.9997746
1028,VF-2289157893,0.10437422
1029,VF-6704077851,0.8908995
1029,VF-7126118056,0.8908995
1029,VF-0959882413,0.8908995
1029,VF-8187235917,0.8908995
1030,VF-9974425280,0.99957144
1030,VF-2332699743,0.24993531
1030,VF-9974425272,0.057752326
1031,VF-1357919742,0.99970436
1032,,
1033,,
1034,VF-5373079108,0.99937236
1034,VF-8150550482,0.040160198
1035,VF-9960701691,0.17164873
1036,VF-7719476014,0.99958616
1036,VF-2200628404,0.059683207
1037,VF-3780005706,0.9998194
1037,VF-9049138903,0.93568695
1037,VF-7955097628,0.4416411
1037,VF-3780005715,0.12701075
1038,VF-9996604464,0.99285036
1038,VF-5473616089,0.019452358
1038,VF-9996604444,0.003635777
1039,,
1040,,
1041,VF-5501349253,0.9998832
1042,VF-0807638943,0.059349604
1043,,
1044,,
1045,,
1046,VF-7551187077,0.9708055
1047,VF-7123394882,0.99984586
1047,VF-9426426924,0.14563675
1048,,
1049,,
1050,VF-9937174776,0.004727981
1051,VF-9960701615,0.18531525
1052,VF-8215106984,0.99755114
1053,VF-6888442706,0.9997762
1053,VF-2049631182,0.9845717
1054,VF-5283485834,0.9997458
1054,VF-8135798697,0.35969833
1054,VF-8864483392,0.35969833
1054,VF-7560503350,0.09365341
1055,VF-9929789292,0.9922081
1055,VF-9929789263,0.003334939
1055,VF-9673907438,0.003334939
1055,VF-6143769054,0.00092114
1056,,
1057,VF-5303231290,0.99946034
1057,VF-8443169819,0.9635783
1057,VF-9531216716,0.9635783
1057,VF-4898927769,0.8295359
1057,VF-9532261764,0.04640515
1058,,
1059,,
1060,VF-1323430661,0.18359739
1061,,
1062,VF-9426426977,0.99992794
1063,VF-2946627122,0.99977505
1063,VF-2946627187,0.10456988
1064,VF-9988091535,0.122605465
1064,VF-9988091579,0.122605465
1065,VF-7865602264,0.9708055
1066,VF-9988091527,0.99971676
1067,VF-1623525818,0.99987656
1068,VF-0462376477,0.08127987
1069,VF-8960744172,0.99945945
1069,VF-7184152569,0.2089465
1069,VF-8960744122,0.04633413
1069,VF-8960744192,0.04633413
1070,VF-8620605758,0.60316604
1070,VF-8620605715,0.21849257
1070,VF-3537321103,0.21849257
1071,,
1072,VF-9836195439,0.32732174
1072,VF-9614532841,0.082151234
1073,VF-8162401297,0.99973345
1073,VF-7463722077,0.08970514
1074,,
1075,,
1076,VF-1357919758,0.9999407
1076,VF-3117752955,0.30709213
1077,VF-9901256324,0.9675226
1077,VF-2289157899,0.8456715
1077,VF-9901256330,0.8456715
1078,VF-9947162508,0.9994945
1079,VF-5702638842,0.86389256
1079,VF-7922878510,0.25654218
1079,VF-9957558805,0.059683207
1080,,
1081,,
1082,,
1083,,
1084,VF-0462376488,0.9995982
1084,VF-9266248091,0.26222023
1085,,
1086,VF-6888442753,0.99285036
1086,VF-6888442778,0.9623257
1087,,
1088,VF-9972295518,0.054993294
1088,VF-6183733728,0.054993294
1089,VF-9367293956,0.99981916
1089,VF-9367293950,0.1268447
1090,VF-8584906117,0.14315912
1091,VF-8584906106,0.99951327
1091,VF-5373079106,0.051200427
1091,VF-8584906130,0.051200427
1092,VF-2452630729,0.99981916
1092,VF-2452630777,0.1268447
1093,,
1094,VF-0138158231,0.999768
1094,VF-0138158214,0.101736695
1095,VF-8170292357,0.007752473
1096,,
1097,VF-3891214484,0.9996786
1097,VF-3891214449,0.07556553
1098,VF-8238797393,0.9612236
1098,VF-8238797350,0.820133
1099,VF-5373079126,0.9995306
1099,VF-8213149588,0.2332553
1099,VF-5373079182,0.052991953
1100,,
1101,VF-5283485862,0.9998422
1102,VF-2933070001,0.98083305
1102,VF-9957558859,0.90396404
1103,VF-2635169562,0.9995487
1103,VF-2635169595,0.24033687
1103,VF-2635169599,0.054993294
1104,VF-6881288702,0.9995868
1105,VF-2635169510,0.99982524
1105,VF-7446639398,0.44974533
1106,,
1107,VF-6981486740,0.24130987
1107,VF-9911344793,0.05527053
1108,VF-2305605581,0.99966764
1108,VF-6411955826,0.07325215
1109,VF-0913980390,0.25654218
1110,VF-8909770110,0.0407454
1110,VF-8909770128,0.007752473
1111,VF-6642356129,0.9993194
1111,VF-3891507746,0.17338072
1112,VF-6438591887,0.9998483
1112,VF-6685931682,0.9894934
1112,VF-6438591875,0.48501006
1113,VF-8711166329,0.24075553
1113,VF-4139874551,0.05511252
1113,VF-9940503785,0.05511252
1113,VF-1983456094,0.05511252
1114,VF-2620311389,0.32205415
1114,VF-8213149553,0.32205415
1115,VF-9999914743,0.9995497
1115,VF-9999914761,0.05511252
1116,VF-0807638943,0.9992768
1116,VF-9996604478,0.16485149
1117,VF-7170137955,0.9996852
1117,VF-7170137986,0.07703063
1118,VF-1323430639,0.99951327
1118,VF-1323430644,0.051200427
1119,,
1120,VF-9506969778,0.48035732
1120,VF-9506969772,0.48035732
1120,VF-9506969739,0.1453238
1120,VF-2506852601,0.1453238
1121,,
1122,VF-2511237801,0.99968296
1122,VF-2511237846,0.07652194
1123,VF-9840877310,0.99940443
1123,VF-2106216054,0.19337036
1123,VF-9840877338,0.042232927
1124,VF-9426426997,0.31057718
1124,VF-7440156004,0.31057718
1125,VF-9957558882,0.2648115
1125,VF-9957558803,0.062137365
1126,,
1127,VF-5650976398,0.043582063
1128,VF-9996694415,0.9995487
1129,,
1130,,
1131,VF-7723819946,0.9718614
1131,VF-4249500904,0.9718614
1132,VF-6263760675,0.9998442
1132,VF-6263760630,0.14430577
1132,VF-3127448397,0.14430577
1132,VF-2985787663,0.14430577
1133,VF-9911344793,0.43171975
1133,VF-9820798014,0.43171975
1134,VF-9532261790,0.9980954
1134,VF-9532261723,0.28926587
1135,VF-9531202260,0.24033687
1136,VF-7723819918,0.9962901
1137,VF-2620311317,0.99950266
1137,VF-2620311326,0.05016151
1138,,
1139,VF-2452630739,0.103763424
1140,VF-9506969738,0.9995164
1141,,
1142,,
1143,VF-9772562930,0.99966204
1144,VF-9786553254,0.07144401
1144,VF-2045030759,0.07144401
1145,VF-3658911528,0.052991953
1146,,
1147,,
1148,,
1149,VF-4330799221,0.27850232
1149,VF-5500645204,0.06629476
1150,VF-6091423807,0.8594827
1150,VF-6080235754,0.009654081
1151,VF-1357919725,0.99615824
1151,VF-1357919748,0.9794642
1151,VF-1357919712,0.035719544
1151,VF-9901256327,0.035719544
1152,VF-9511750325,0.035036102
1153,VF-1897269874,0.9998863
1153,VF-9978208864,0.5566762
1153,VF-1897269804,0.18763307
1154,VF-0138158201,0.99977165
1154,VF-0138158220,0.10316739
1155,VF-0462376408,0.99974793
1155,VF-0462376416,0.09437952
1156,VF-8877067203,3.27E-05
1157,,
1158,,
1159,VF-4053865613,0.9998142
1159,VF-4053865675,0.12389282
1160,VF-6085720141,0.9993155
1160,VF-6085720167,0.172575
1160,VF-6085720125,0.03694665
1160,VF-6085720183,0.03694665
1160,VF-6085720154,0.03694665
1160,VF-4317526874,0.03694665
1160,VF-0058646200,0.03694665
1161,VF-1288925380,0.42383373
1161,VF-8343868415,0.11918169
1162,VF-0138158257,0.99963015
1163,VF-7170137975,0.9995306
1163,VF-7170137968,0.052991953
1164,VF-0092546033,0.21849257
1165,VF-9310607866,0.9995868
1165,VF-9311121838,0.059769403
1166,VF-2511237814,0.99960095
1166,VF-2511237811,0.9978343
1167,,
1168,,
1169,VF-8737325510,0.999797
1169,VF-7046197527,0.11458623
1170,VF-8213149567,0.09095193
1171,VF-8777205171,0.99769825
1171,VF-8777205160,0.058311123
1171,VF-8777205140,0.058311123
1171,VF-7850356050,0.058311123
1172,VF-6341668843,0.99985623
1172,VF-1860694474,0.15449432
1172,VF-6939150199,0.15449432
1173,,
1174,VF-4371515084,0.9993194
1174,VF-1844059241,0.03714758
1175,VF-6881288766,0.38833854
1176,VF-6085720101,0.99991375
1177,VF-1139137673,0.3398116
1177,VF-5436984866,0.08648877
1178,,
1179,,
1180,VF-8711166397,0.9995758
1180,VF-8711166306,0.99769825
1180,VF-9851754891,0.25185657
1181,,
1182,VF-2620311350,0.26536176
1182,VF-7480175271,0.26536176
1182,VF-2620311315,0.062302176
1183,VF-9011577142,0.9996783
1184,VF-9996604464,0.99985397
1185,VF-9840877397,0.9997514
1185,VF-9840877391,0.09556351
1185,VF-9992530797,0.09556351
1186,VF-0975143289,0.9980954
1187,VF-9901256338,0.99980485
1187,VF-9901256370,0.118653454
1188,VF-8941108430,0.99966764
1188,VF-0483784610,0.30056125
1188,VF-0959882476,0.30056125
1188,VF-8956852962,0.07325215
1189,VF-7865602251,0.9993155
1189,VF-1293121676,0.03694665
1190,VF-1323430652,0.24801216
1190,VF-0814041334,0.24801216
1190,VF-9647699712,0.057195187
1191,VF-9996604420,0.99842924
1191,VF-0982172018,0.016428346
1192,VF-2511237819,0.9998189
1192,VF-2511237894,0.12669016
1193,,
1194,,
1195,VF-9098396034,0.9997746
1195,VF-0562594182,0.3878419
1195,VF-8761595871,0.3878419
1195,VF-3306987766,0.10437422
1196,VF-9506969713,0.9995841
1196,VF-5373079190,0.25558826
1196,VF-9506969700,0.059402794
1197,,
1198,VF-2620311319,0.9998632
1198,VF-1623525882,0.51075554
1198,VF-2620311300,0.16109295
1198,VF-5741287560,0.16109295
1198,VF-2045030782,0.16109295
1199,VF-2406211430,0.99950635
1200,,
1201,,
1202,,
1203,,
1204,VF-0913980360,0.99960464
1205,VF-0161322217,0.9996337
1206,VF-7123279114,0.9998267
1206,VF-7123279180,0.13164404
1206,VF-7851561249,0.013176008
1207,VF-9534392553,0.9999156
1208,VF-6913630214,0.9998437
1208,VF-6913630242,0.14389707
1209,VF-9896534431,0.002369592
1210,,
1211,VF-6496839315,0.9996783
1211,VF-6496839366,0.075493865
1212,VF-9974331159,3.27E-05
1212,VF-9876222464,3.27E-05
1213,VF-7112982136,0.99986625
1214,VF-2620311315,0.996648
1215,VF-4279303776,0.38476557
1215,VF-0562594129,0.10316739
1216,VF-9712127129,0.9996783
1217,,
1218,VF-4139874560,0.99990827
1218,VF-4139874532,0.2226064
1219,VF-0462376447,0.9995841
1219,VF-0462376435,0.059402794
1219,VF-9607921248,0.059402794
1220,VF-6085720153,0.9993715
1220,VF-6085720193,0.04010914
1221,VF-1889544491,0.000873032
1222,,
1223,VF-2946627163,0.9998802
1223,VF-2946627183,0.17984179
1223,VF-2375564438,0.17984179
1224,VF-2630484695,0.000873032
1225,VF-8584906182,0.99951327
1225,VF-8584906121,0.051200427
1226,,
1227,VF-8171354672,0.14315912
1228,,
1229,VF-9854676710,0.99920815
1230,,
1231,VF-9860302289,0.99990785
1231,VF-9860302285,0.22189018
1231,VF-9860302205,0.22189018
1232,VF-9614532847,0.99963003
1232,VF-9772562955,0.27850232
1233,,
1234,VF-9999840856,0.99960095
1234,VF-9999840876,0.9978343
1235,VF-9772562915,0.9995599
1235,VF-9772562933,0.244973
1235,VF-9772562918,0.05631919
1236,VF-7558593962,0.31057718
1236,VF-7922878577,0.07652194
1237,,
1238,VF-5373079105,0.9998828
1238,VF-5373079171,0.99936336
1239,,
1240,,
1241,VF-8171354648,0.99963015
1241,VF-6219790926,0.27855495
1242,VF-5373079121,0.9997731
1242,VF-0184723098,0.38628772
1242,VF-9394846553,0.38628772
1242,VF-5373079108,0.103763424
1243,VF-8162401231,0.99986
1243,VF-8162401293,0.15799434
1243,VF-9708740351,0.15799434
1244,,
1245,,
1246,,
1247,VF-9309486216,0.000873032
1248,VF-8215106951,0.99615824
1249,VF-2289157845,0.99954075
1249,VF-2289157882,0.054097466
1250,,
1251,,
1252,VF-8252703455,0.99951327
1252,VF-6913630267,0.051200427
1253,VF-9901256313,0.9995207
1253,VF-9901256396,0.22952843
1253,VF-9901256392,0.22952843
1253,VF-9901256371,0.051950123
1254,VF-9506969753,0.99920815
1254,VF-9506969771,0.0320945
1254,VF-2143478134,0.0320945
1255,,
1256,VF-1897269897,0.9996693
1256,VF-1897269858,0.07359594
1257,VF-0138158282,0.999768
1257,VF-2375564495,0.38108912
1257,VF-9825719608,0.101736695
1258,VF-7865602252,0.96120024
1258,VF-9781417043,0.96120024
1258,VF-7865602243,0.82004035
1259,VF-2470290964,0.9995497
1260,,
1261,VF-6913630299,0.99960357
1261,VF-5067476904,0.062137365
1262,,
1263,VF-9903262347,0.004727981
1264,,
1265,VF-8737325586,0.9996491
1265,VF-8737325587,0.06964863
1265,VF-8737325554,0.06964863
1265,VF-9971589507,0.06964863
1266,VF-9614532875,0.99986
1266,VF-9614532803,0.15799434
1267,,
1268,,
1269,VF-6085720180,0.9995868
1269,VF-3549236072,0.059769403
1270,VF-9901256301,0.9998483
1270,VF-9309486237,0.9894934
1270,VF-9901256333,0.48501006
1271,VF-9911344706,0.9997437
1272,VF-9650250241,0.07494689
1272,VF-9650250221,0.07494689
1273,VF-9426426991,0.07357224
1274,,
1275,VF-9443807201,0.30745146
1275,VF-3036690267,0.075493865
1276,VF-8136860370,0.004727981
1276,VF-9764397905,0.004727981
1276,VF-8187235926,0.000873032
1277,VF-1139137609,0.99731165
1277,VF-1139137637,0.009654081
1278,VF-3117752900,0.99946034
1278,VF-6351147494,0.04640515
1279,VF-9367293914,0.059683207
1280,VF-6642356183,0.99967855
1280,VF-6642356116,0.07555119
1281,,
1282,VF-9848615784,0.99980956
1282,VF-3272709354,0.42853945
1282,VF-3272709388,0.12121655
1283,,
1284,,
1285,VF-8300301880,0.000601204
1286,,
1287,VF-2511237810,0.999724
1287,VF-3869526115,0.08689468
1288,VF-0587887664,0.9998533
1289,,
1290,VF-8215106938,0.99631083
1290,VF-8215106956,0.17338072
1290,VF-8215106985,0.03714758
1291,VF-8215106932,0.999895
1291,VF-8215106976,0.20013024
1291,VF-8584906160,0.20013024
1291,VF-2912437678,0.20013024
1292,,
1293,,
1294,VF-3891214496,0.99968684
1295,,
1296,VF-8346456818,0.9993715
1297,VF-3272709390,0.256835
1297,VF-0133884777,0.256835
1297,VF-3272709351,0.059769403
1298,VF-1897269842,0.9995841
1298,VF-9630225701,0.8633027
1298,VF-9960701631,0.25558826
1299,,
1300,VF-9532261733,0.99972254
1300,VF-9532261794,0.08648877
1300,VF-9568876709,0.08648877
1300,VF-7622892590,0.08648877
1301,,
1302,VF-9840877398,0.9995758
1302,VF-7799378198,0.25185657
1302,VF-9840877324,0.058311123
1303,VF-0562594147,0.9993715
1303,VF-0857931344,0.04010914
1304,VF-5501349298,0.9994945
1304,VF-5501349217,0.99725807
1304,VF-7656760350,0.22025652
1305,VF-3780005720,0.016428346
1305,VF-9999539448,0.016428346
1306,VF-3084665404,0.96704763
1306,VF-9990158385,0.96704763
1306,VF-3084665435,0.84370244
1307,VF-3658911554,0.48119563
1308,,
1309,VF-8711166340,0.99966925
1309,VF-8711166367,0.99820435
1309,VF-3148280447,0.3015514
1309,VF-9890822806,0.07357224
1310,,
1311,VF-6981486777,0.99972075
1311,VF-6621966879,0.33838487
1311,VF-2100765726,0.08598711
1311,VF-1463730800,0.08598711
1312,,
1313,,
1314,VF-3780005748,0.9996827
1314,VF-8960744173,0.076459326
1315,VF-9373444129,0.9997519
1315,VF-8613300394,0.36539543
1315,VF-9380705937,0.36539543
1316,VF-3084665410,0.9998828
1316,VF-3084665440,0.1831771
1317,VF-6341668805,0.9996786
1317,VF-0133884757,0.9996786
1317,VF-6341668804,0.07556553
1318,VF-1288925327,0.99963015
1318,VF-1288925301,0.06631097
1319,VF-2860875205,0.99966925
1319,VF-2860875243,0.99820435
1320,VF-8909770155,0.9998136
1320,VF-6438591869,0.43388575
1320,VF-8909770181,0.12355779
1321,,
1322,VF-1707101688,0.007992261
1323,VF-0562594189,0.99942404
1323,VF-0562594196,0.04360823
1324,,
1325,,
1326,VF-9911344772,0.5791638
1326,VF-9911344759,0.20200571
1326,VF-7799378130,0.20200571
1327,VF-4018955227,0.98055387
1327,VF-4871798272,0.98055387
1327,VF-9648502875,0.98055387
1327,VF-4018955260,0.90267646
1328,VF-0982172006,0.984019
1329,,
1330,VF-9929789291,0.9996451
1331,VF-9614532872,0.9997316
1331,VF-9614532867,0.08915713
1332,,
1333,VF-9532261782,0.061757226
1334,VF-9506969771,0.9762722
1334,VF-9506969733,0.9762722
1334,VF-9506969780,0.8832887
1334,VF-0133884747,0.8832887
1335,VF-9947162509,0.06482881
1336,VF-2511237850,0.9994972
1336,VF-2511237816,0.22116448
1336,VF-2511237836,0.049640168
1337,VF-9825719620,0.9997458
1337,VF-0138158216,0.09365341
1338,VF-2511237863,0.99950266
1338,VF-2652443493,0.22306442
1338,VF-9426426905,0.05016151
1338,VF-2511237862,0.05016151
1339,VF-6828329487,0.99984765
1339,VF-8187235939,0.31918564
1339,VF-6828329404,0.14710161
1340,VF-8620605775,0.9998632
1340,VF-8620605735,0.16109295
1340,VF-3961615708,0.16109295
1341,VF-9854676797,0.99920815
1341,VF-9854676742,0.0320945
1342,,
1343,,
1344,,
1345,VF-1357919750,0.99877566
1345,VF-5501349215,0.3878419
1345,VF-9773694921,0.10437422
1346,VF-6263760645,0.9993155
1346,VF-6263760697,0.03694665
1346,VF-6998391858,0.03694665
1347,VF-9967850708,0.9996907
1347,VF-9967850799,0.9983209
1347,VF-6107676014,0.315893
1348,VF-7112982136,0.4876229
1348,VF-7112982130,0.14897466
1349,VF-7170137960,0.9998189
1350,,
1351,VF-4402543684,0.55887485
1351,VF-4711446054,0.18628491
1352,VF-9999840816,0.9996337
1352,VF-9999840840,0.066916905
1353,VF-5283486148,0.057752326
1354,VF-7560503366,0.28051764
1354,VF-7560503302,0.066916905
1355,VF-7865602238,0.9998661
1355,VF-7865602299,0.16403641
1355,VF-6945061027,0.16403641
1356,VF-9367293956,0.99970436
1357,VF-1357919711,0.9993194
1358,VF-6965976364,0.99946034
1358,VF-9949024750,0.04640515
1359,VF-3084665473,0.99951345
1360,VF-8584906154,0.99205774
1360,VF-8584906104,0.99205774
1360,VF-8584906120,0.95829105
1361,VF-2635169561,0.5438191
1361,VF-9698649420,0.17984179
1362,VF-6630646767,0.06164855
1363,VF-2620311301,0.99967855
1363,VF-2620311344,0.07555119
1364,VF-2620311393,0.9997358
1364,VF-2620311387,0.9985651
1365,VF-6263760605,0.9993155
1365,VF-9793338534,0.03694665
1366,,
1367,VF-0487019437,0.9998667
1367,VF-3984567560,0.16465881
1368,VF-9506969793,0.9998828
1369,,
1370,VF-9816055061,0.9987845
1371,VF-1078667732,0.9995982
1371,VF-1078667707,0.061363805
1372,VF-6609928417,0.24801216
1372,VF-3254984816,0.057195187
1372,VF-2593964606,0.057195187
1373,VF-8737325548,0.99981916
1373,VF-8737325539,0.1268447
1374,VF-9836195481,0.99956703
1375,VF-4901448619,0.97799283
1375,VF-4901448631,0.97799283
1375,VF-9626346229,0.8909992
1376,VF-0419814808,0.99994206
1377,,
1378,VF-2620311309,0.9997883
1378,VF-9988091521,0.11038406
1378,VF-9161830642,0.11038406
1379,,
1380,VF-9967850782,0.9996451
1380,VF-9967850715,0.06891459
1381,VF-2635169534,0.9995487
1381,VF-9698649478,0.054993294
1382,VF-5379796807,0.9993194
1383,,
1384,VF-8584906115,0.051215872
1385,VF-1323430664,0.9997762
1385,VF-1323430629,0.3895586
1386,VF-9506969731,0.12669016
1387,,
1388,VF-7359892282,0.32732174
1389,,
1390,,
1391,VF-9225653915,0.9978431
1392,,
1393,,
1394,,
1395,VF-6642356170,0.17984179
1396,VF-4139874564,0.9997519
1397,,
1398,VF-9929789218,0.9997437
1398,VF-5069728869,0.092978686
1399,,
1400,VF-0913980306,0.9922081
1400,VF-0913980383,0.003334939
1400,VF-2500444320,0.003334939
1401,,
1402,VF-3117752977,0.34885105
1402,VF-6888442704,0.08970514
1403,,
1404,VF-7036142744,0.99974304
1405,,
1406,,
1407,VF-3780005753,0.99951327
1407,VF-3780005726,0.051200427
1407,VF-8924156065,0.051200427
1408,VF-9837460880,0.9998512
1408,VF-0562594104,0.48983037
1408,VF-9652938360,0.15009816
1409,,
1410,VF-9772562977,0.32732174
1410,VF-9772562966,0.082151234
1411,,
1412,VF-0562594159,0.9997351
1413,VF-9911344709,0.9996586
1414,VF-9426426942,0.9998646
1414,VF-2532625292,0.16248369
1414,VF-2532625291,0.16248369
1415,VF-8620605780,0.27855495
1415,VF-0138158209,0.06631097
1416,VF-7170137933,0.9998661
1416,VF-7170137900,0.16403641
1417,,
1418,VF-4279303746,0.04292395
1419,VF-1357919778,0.99775434
1420,VF-9840877319,0.058311123
1420,VF-5784610202,0.058311123
1421,,
1422,VF-2532625289,0.99937236
1422,VF-6565946282,0.99937236
1422,VF-2532625288,0.040160198
1423,VF-7112982106,0.99941444
1424,,
1425,VF-3270059932,0.8071007
1425,VF-5382681706,0.18531525
1425,VF-1193294550,0.040160198
1426,VF-1090232364,0.18511523
1427,VF-9506969735,0.99974793
1427,VF-2406211457,0.09437952
1428,,
1429,VF-4053865686,0.9997458
1430,VF-6263760688,0.9997205
1430,VF-6263760604,0.085925445
1431,,
1432,VF-8363234595,0.000873032
1433,VF-3303668204,0.9998437
1434,VF-8430469715,0.99956703
1434,VF-4109584422,0.24801216
1434,VF-3930123013,0.24801216
1434,VF-8430469787,0.057195187
1435,VF-9854676785,0.99955106
1436,,
1437,VF-1357919715,0.9997762
1437,VF-9634439104,0.3895586
1437,VF-1357919731,0.10505153
1437,VF-1357919751,0.10505153
1438,VF-9506969719,0.99966925
1439,VF-6885434478,0.90913373
1440,,
1441,VF-7303622026,0.03694665
1442,,
1443,VF-9957558849,0.99992776
1443,VF-9630225700,0.6641401
1444,VF-7865602211,0.22486933
1444,VF-7865602249,0.050658606
1445,,
1446,,
1447,VF-7347214810,0.99984205
1448,,
1449,VF-1897269819,0.99920815
1449,VF-8960744141,0.15273584
1450,,
1451,VF-9911344768,0.9998384
1451,VF-9911344736,0.13984895
1452,VF-8777205198,0.99973345
1453,VF-8620605722,0.9991348
1453,VF-8620605706,0.14160927
1454,VF-6981486791,0.9997316
1455,,
1456,VF-0920068519,0.99984765
1456,VF-0920068539,0.14710161
1456,VF-1357919787,0.14710161
1457,VF-2620311351,0.9998632
1457,VF-2620311317,0.16109295
1458,VF-8584906109,0.99984074
1459,VF-9854676770,0.9996693
1459,VF-9854676772,0.07359594
1459,VF-6637797089,0.07359594
1460,,
1461,VF-6888442721,0.9998952
1461,VF-6888442742,0.20049025
1461,VF-9506969705,0.013176008
1462,VF-9825719614,0.06957656
1463,,
1464,VF-1897269896,0.9708055
1465,VF-6263760653,0.9997205
1465,VF-6263760698,0.085925445
1466,,
1467,VF-4928826375,0.9997762
1468,VF-9834873409,0.99974996
1468,VF-9098396004,0.36354282
1468,VF-6341668834,0.36354282
1469,VF-9772562928,0.02616156
1470,,
1471,,
1472,,
1473,,
1474,VF-9506969775,0.99966884
1474,VF-9506969798,0.07349109
1475,VF-9294514028,0.9995758
1476,,
1477,,
1478,VF-1897269871,0.99990124
1478,VF-1897269848,0.2101105
1479,VF-3272709336,0.99994594
1480,VF-4901448605,0.9997514
1480,VF-3731847499,0.36485022
1480,VF-0133884749,0.36485022
1480,VF-4901448688,0.09556351
1481,,
1482,VF-9772562934,0.054993294
1483,,
1484,,
1485,VF-1386788863,0.9998463
1485,VF-8777205109,0.14595118
1486,,
1487,VF-9011577198,0.9998533
1487,VF-8811418901,0.99920297
1488,VF-7996717452,0.99991846
1489,VF-7170137966,0.9995868
1489,VF-5062543161,0.256835
1489,VF-8493163389,0.059769403
1489,VF-7322425144,0.059769403
1490,VF-2289157889,0.019452358
1490,VF-2289157846,0.003635777
1491,VF-0807638904,0.99846214
1492,,
1493,,
1494,,
1495,,
1496,VF-7560503369,0.999812
1496,VF-7560503337,0.122605465
1497,VF-8909770173,0.9995837
1497,VF-8909770102,0.059349604
1498,VF-9999914774,0.040160198
1499,,
1500,VF-2532625209,0.9993715